Part,Year,Month,Day,TotalQty
R54153CNZ,2000,December,14,4
R54154CNZ,2000,December,14,1
R54198CNZ,2000,December,14,5
R54199CNZ,2000,December,14,4
R5485CNZ,2000,December,14,5
R55097CNZ,2000,December,14,5
R55133CNZ,2000,December,14,6
R55179CNZ,2000,December,14,6
R681994CNZ,2000,December,14,3
R682151CNZ,2000,December,14,1
R682263CNZ,2000,December,14,5
R781950CNZ,2000,December,14,5
R981000CNZ,2000,December,14,4
R981023CNZ,2000,December,14,2
R981165CNZ,2000,December,14,1
R981470CNZ,2000,December,14,5
R981503CNZ,2000,December,14,6
R981914CNZ,2000,December,14,4
R981956CNZ,2000,December,14,5
R981958CNZ,2000,December,14,2
R982044CNZ,2000,December,14,4
R982045CNZ,2000,December,14,2
R982050CNZ,2000,December,14,4
R982051CNZ,2000,December,14,5
R982104CNZ,2000,December,14,1
R982495CNZ,2000,December,14,6
R31043CNZ,2000,December,13,5
R31257CNZ,2000,December,13,1
R31275CNZ,2000,December,13,6
R31314CNZ,2000,December,13,1
R31318CNZ,2000,December,13,3
R31337CNZ,2000,December,13,2
R31339CNZ,2000,December,13,3
R31348CNZ,2000,December,13,2
R31349CNZ,2000,December,13,4
R31363CNZ,2000,December,13,4
R31366CNZ,2000,December,13,3
R31375CNZ,2000,December,13,5
R31387CNZ,2000,December,13,1
R31432CNZ,2000,December,13,4
R31447CNZ,2000,December,13,4
R31463CNZ,2000,December,13,5
R31468CNZ,2000,December,13,6
R31469CNZ,2000,December,13,6
R31479CNZ,2000,December,13,1
R31481CNZ,2000,December,13,5
R31482CNZ,2000,December,13,4
R31483CNZ,2000,December,13,4
R31505CNZ,2000,December,13,4
R31509CNZ,2000,December,13,5
R31512CNZ,2000,December,13,3
R31532CNZ,2000,December,13,5
R31533CNZ,2000,December,13,3
R31553CNZ,2000,December,13,4
R31567CNZ,2000,December,13,1
R31584CNZ,2000,December,13,6
R31599CNZ,2000,December,13,5
R31603CNZ,2000,December,13,6
R31610CNZ,2000,December,13,3
R31623CNZ,2000,December,13,2
R34111CNZ,2000,December,13,6
R34203CNZ,2000,December,13,2
R34231CNZ,2000,December,13,1
R34237CNZ,2000,December,13,4
R34258CNZ,2000,December,13,1
R34287CNZ,2000,December,13,2
R34303CNZ,2000,December,13,5
R34306CNZ,2000,December,13,2
R34317CNZ,2000,December,13,2
R34319CNZ,2000,December,13,4
R34360CNZ,2000,December,13,5
R34366CNZ,2000,December,13,4
R34368CNZ,2000,December,13,1
R34386CNZ,2000,December,13,4
R34390CNZ,2000,December,13,5
R34431CNZ,2000,December,13,2
R34499CNZ,2000,December,13,5
R53005CNZ,2000,December,13,4
R53006CNZ,2000,December,13,6
R53050CNZ,2000,December,13,3
R53051CNZ,2000,December,13,2
R53068CNZ,2000,December,13,6
R53069CNZ,2000,December,13,5
R53071CNZ,2000,December,13,5
R5397CNZ,2000,December,13,3
R54153CNZ,2000,December,13,2
R54186CNZ,2000,December,13,4
R54198CNZ,2000,December,13,5
R54199CNZ,2000,December,13,1
R55093CNZ,2000,December,13,1
R55094CNZ,2000,December,13,4
R55159CNZ,2000,December,13,2
R55174CNZ,2000,December,13,2
R581999CNZ,2000,December,13,3
R582000CNZ,2000,December,13,2
R681938CNZ,2000,December,13,5
R681953CNZ,2000,December,13,1
R682151CNZ,2000,December,13,1
R682263CNZ,2000,December,13,3
R781087CNZ,2000,December,13,2
R781767CNZ,2000,December,13,3
R781768CNZ,2000,December,13,6
R782430CNZ,2000,December,13,5
R782497CNZ,2000,December,13,5
R981053CNZ,2000,December,13,5
R981421CNZ,2000,December,13,2
R981958CNZ,2000,December,13,2
R982045CNZ,2000,December,13,1
R982055CNZ,2000,December,13,4
R982073CNZ,2000,December,13,6
R982078CNZ,2000,December,13,3
R982097CNZ,2000,December,13,4
R982264CNZ,2000,December,13,2
R982292CNZ,2000,December,13,5
R982311CNZ,2000,December,13,3
R982354CNZ,2000,December,13,5
R31043CNZ,2000,December,12,6
R31158CNZ,2000,December,12,2
R31247CNZ,2000,December,12,1
R31257CNZ,2000,December,12,6
R31304CNZ,2000,December,12,1
R31311CNZ,2000,December,12,4
R31312CNZ,2000,December,12,6
R31314CNZ,2000,December,12,3
R31347CNZ,2000,December,12,6
R31348CNZ,2000,December,12,5
R31349CNZ,2000,December,12,3
R31360CNZ,2000,December,12,4
R31365CNZ,2000,December,12,6
R31373CNZ,2000,December,12,1
R31375CNZ,2000,December,12,2
R31387CNZ,2000,December,12,3
R31410CNZ,2000,December,12,2
R31420CNZ,2000,December,12,6
R31439CNZ,2000,December,12,1
R31447CNZ,2000,December,12,5
R31464CNZ,2000,December,12,6
R31475CNZ,2000,December,12,2
R31479CNZ,2000,December,12,1
R31509CNZ,2000,December,12,4
R31512CNZ,2000,December,12,1
R31553CNZ,2000,December,12,3
R31567CNZ,2000,December,12,4
R31584CNZ,2000,December,12,3
R31603CNZ,2000,December,12,2
R31605CNZ,2000,December,12,6
R31610CNZ,2000,December,12,6
R31612CNZ,2000,December,12,2
R31661CNZ,2000,December,12,2
R34143CNZ,2000,December,12,4
R34144CNZ,2000,December,12,6
R34203CNZ,2000,December,12,1
R34234CNZ,2000,December,12,6
R34279CNZ,2000,December,12,2
R34324CNZ,2000,December,12,6
R34403CNZ,2000,December,12,3
R34426CNZ,2000,December,12,6
R34499CNZ,2000,December,12,2
R53005CNZ,2000,December,12,1
R53006CNZ,2000,December,12,3
R53023CNZ,2000,December,12,4
R53036CNZ,2000,December,12,6
R53038CNZ,2000,December,12,6
R53061CNZ,2000,December,12,6
R53068CNZ,2000,December,12,5
R53069CNZ,2000,December,12,6
R54029CNZ,2000,December,12,5
R54036CNZ,2000,December,12,6
R54087CNZ,2000,December,12,3
R54118CNZ,2000,December,12,3
R54125CNZ,2000,December,12,5
R54126CNZ,2000,December,12,4
R54130CNZ,2000,December,12,6
R54131CNZ,2000,December,12,4
R54154CNZ,2000,December,12,2
R54179CNZ,2000,December,12,2
R55097CNZ,2000,December,12,1
R55133CNZ,2000,December,12,5
R55157CNZ,2000,December,12,2
R55169CNZ,2000,December,12,1
R55171CNZ,2000,December,12,1
R55172CNZ,2000,December,12,1
R55174CNZ,2000,December,12,5
R55185CNZ,2000,December,12,1
R55196CNZ,2000,December,12,3
R582000CNZ,2000,December,12,5
R582038CNZ,2000,December,12,6
R582039CNZ,2000,December,12,6
R582060CNZ,2000,December,12,2
R582152CNZ,2000,December,12,3
R681994CNZ,2000,December,12,3
R682151CNZ,2000,December,12,4
R682263CNZ,2000,December,12,5
R781767CNZ,2000,December,12,6
R781768CNZ,2000,December,12,4
R981165CNZ,2000,December,12,6
R982073CNZ,2000,December,12,1
R982097CNZ,2000,December,12,2
R982487CNZ,2000,December,12,6
R982566CNZ,2000,December,12,1
R982567CNZ,2000,December,12,5
R31159CNZ,2000,December,11,5
R31247CNZ,2000,December,11,4
R31257CNZ,2000,December,11,2
R31312CNZ,2000,December,11,4
R31337CNZ,2000,December,11,2
R31339CNZ,2000,December,11,4
R31348CNZ,2000,December,11,3
R31349CNZ,2000,December,11,3
R31366CNZ,2000,December,11,2
R31375CNZ,2000,December,11,1
R31405CNZ,2000,December,11,3
R31414CNZ,2000,December,11,5
R31440CNZ,2000,December,11,5
R31464CNZ,2000,December,11,6
R31468CNZ,2000,December,11,6
R31469CNZ,2000,December,11,5
R31475CNZ,2000,December,11,4
R31479CNZ,2000,December,11,6
R31505CNZ,2000,December,11,4
R31509CNZ,2000,December,11,3
R31512CNZ,2000,December,11,6
R31518CNZ,2000,December,11,2
R31526CNZ,2000,December,11,1
R31538CNZ,2000,December,11,4
R31539CNZ,2000,December,11,2
R31553CNZ,2000,December,11,3
R31568CNZ,2000,December,11,2
R31584CNZ,2000,December,11,3
R31600CNZ,2000,December,11,6
R31603CNZ,2000,December,11,2
R31605CNZ,2000,December,11,4
R31610CNZ,2000,December,11,5
R31624CNZ,2000,December,11,1
R34143CNZ,2000,December,11,1
R34144CNZ,2000,December,11,4
R34203CNZ,2000,December,11,3
R34211CNZ,2000,December,11,2
R34219CNZ,2000,December,11,5
R34231CNZ,2000,December,11,6
R34303CNZ,2000,December,11,5
R34366CNZ,2000,December,11,3
R34403CNZ,2000,December,11,2
R34428CNZ,2000,December,11,1
R34470CNZ,2000,December,11,6
R34499CNZ,2000,December,11,4
R45617CNZ,2000,December,11,2
R53021CNZ,2000,December,11,3
R53022CNZ,2000,December,11,5
R53050CNZ,2000,December,11,4
R53051CNZ,2000,December,11,4
R53068CNZ,2000,December,11,3
R53069CNZ,2000,December,11,6
R5399CNZ,2000,December,11,2
R54153CNZ,2000,December,11,5
R54186CNZ,2000,December,11,1
R54198CNZ,2000,December,11,6
R54199CNZ,2000,December,11,4
R5485CNZ,2000,December,11,5
R55082CNZ,2000,December,11,2
R55093CNZ,2000,December,11,3
R55094CNZ,2000,December,11,6
R55097CNZ,2000,December,11,5
R55098CNZ,2000,December,11,5
R55133CNZ,2000,December,11,4
R55159CNZ,2000,December,11,5
R55171CNZ,2000,December,11,1
R55174CNZ,2000,December,11,1
R55178CNZ,2000,December,11,1
R55185CNZ,2000,December,11,3
R581999CNZ,2000,December,11,6
R582000CNZ,2000,December,11,3
R582033CNZ,2000,December,11,2
R582034CNZ,2000,December,11,1
R681951CNZ,2000,December,11,5
R682151CNZ,2000,December,11,4
R981065CNZ,2000,December,11,4
R981500CNZ,2000,December,11,2
R981503CNZ,2000,December,11,5
R981958CNZ,2000,December,11,2
R982044CNZ,2000,December,11,6
R982048CNZ,2000,December,11,6
R982050CNZ,2000,December,11,5
R982051CNZ,2000,December,11,6
R982062CNZ,2000,December,11,5
R982073CNZ,2000,December,11,1
R982104CNZ,2000,December,11,4
R982611CNZ,2000,December,11,5
R31166CNZ,2000,December,10,6
R31247CNZ,2000,December,10,6
R31266CNZ,2000,December,10,4
R31275CNZ,2000,December,10,6
R31312CNZ,2000,December,10,5
R31314CNZ,2000,December,10,2
R31348CNZ,2000,December,10,3
R31349CNZ,2000,December,10,4
R31357CNZ,2000,December,10,2
R31365CNZ,2000,December,10,2
R31373CNZ,2000,December,10,6
R31375CNZ,2000,December,10,3
R31394CNZ,2000,December,10,1
R31455CNZ,2000,December,10,6
R31464CNZ,2000,December,10,1
R31469CNZ,2000,December,10,1
R31479CNZ,2000,December,10,4
R31480CNZ,2000,December,10,1
R31481CNZ,2000,December,10,5
R31507CNZ,2000,December,10,6
R31512CNZ,2000,December,10,2
R31532CNZ,2000,December,10,3
R31533CNZ,2000,December,10,6
R31584CNZ,2000,December,10,2
R31585CNZ,2000,December,10,1
R31592CNZ,2000,December,10,4
R31593CNZ,2000,December,10,1
R31603CNZ,2000,December,10,3
R31605CNZ,2000,December,10,3
R34100CNZ,2000,December,10,1
R34101CNZ,2000,December,10,6
R34111CNZ,2000,December,10,5
R34203CNZ,2000,December,10,5
R34216CNZ,2000,December,10,1
R34306CNZ,2000,December,10,6
R34319CNZ,2000,December,10,4
R34349CNZ,2000,December,10,4
R53005CNZ,2000,December,10,2
R53006CNZ,2000,December,10,6
R53026CNZ,2000,December,10,2
R53036CNZ,2000,December,10,2
R53043CNZ,2000,December,10,2
R53050CNZ,2000,December,10,6
R53051CNZ,2000,December,10,6
R5399CNZ,2000,December,10,5
R54030CNZ,2000,December,10,3
R54060CNZ,2000,December,10,6
R54186CNZ,2000,December,10,3
R54198CNZ,2000,December,10,6
R54199CNZ,2000,December,10,5
R55028CNZ,2000,December,10,2
R55097CNZ,2000,December,10,5
R55159CNZ,2000,December,10,4
R55167CNZ,2000,December,10,2
R55168CNZ,2000,December,10,4
R55174CNZ,2000,December,10,5
R55179CNZ,2000,December,10,5
R55185CNZ,2000,December,10,6
R55199CNZ,2000,December,10,3
R581999CNZ,2000,December,10,3
R582000CNZ,2000,December,10,1
R582034CNZ,2000,December,10,5
R681995CNZ,2000,December,10,3
R682151CNZ,2000,December,10,6
R980984CNZ,2000,December,10,6
R981053CNZ,2000,December,10,3
R981165CNZ,2000,December,10,6
R981500CNZ,2000,December,10,2
R981503CNZ,2000,December,10,1
R981823CNZ,2000,December,10,1
R981943CNZ,2000,December,10,2
R981958CNZ,2000,December,10,4
R982044CNZ,2000,December,10,2
R982048CNZ,2000,December,10,4
R982050CNZ,2000,December,10,1
R982051CNZ,2000,December,10,4
R982071CNZ,2000,December,10,2
R982073CNZ,2000,December,10,4
R982104CNZ,2000,December,10,4
R982285CNZ,2000,December,10,3
R982292CNZ,2000,December,10,2
R982487CNZ,2000,December,10,3
R31257CNZ,2000,December,9,3
R31311CNZ,2000,December,9,1
R31312CNZ,2000,December,9,3
R31316CNZ,2000,December,9,4
R31336CNZ,2000,December,9,4
R31348CNZ,2000,December,9,2
R31349CNZ,2000,December,9,3
R31365CNZ,2000,December,9,3
R31366CNZ,2000,December,9,4
R31372CNZ,2000,December,9,2
R31373CNZ,2000,December,9,4
R31375CNZ,2000,December,9,3
R31414CNZ,2000,December,9,4
R31420CNZ,2000,December,9,5
R31427CNZ,2000,December,9,6
R31440CNZ,2000,December,9,1
R31443CNZ,2000,December,9,6
R31453CNZ,2000,December,9,5
R31455CNZ,2000,December,9,1
R31464CNZ,2000,December,9,1
R31468CNZ,2000,December,9,4
R31469CNZ,2000,December,9,3
R31475CNZ,2000,December,9,2
R31476CNZ,2000,December,9,4
R31479CNZ,2000,December,9,4
R31505CNZ,2000,December,9,4
R31509CNZ,2000,December,9,1
R31512CNZ,2000,December,9,4
R31517CNZ,2000,December,9,3
R31547CNZ,2000,December,9,2
R31549CNZ,2000,December,9,4
R31553CNZ,2000,December,9,3
R31584CNZ,2000,December,9,2
R31603CNZ,2000,December,9,2
R31610CNZ,2000,December,9,6
R31612CNZ,2000,December,9,5
R31635CNZ,2000,December,9,6
R31636CNZ,2000,December,9,2
R34111CNZ,2000,December,9,4
R34143CNZ,2000,December,9,6
R34144CNZ,2000,December,9,3
R34203CNZ,2000,December,9,1
R34216CNZ,2000,December,9,5
R34279CNZ,2000,December,9,6
R34349CNZ,2000,December,9,3
R34364CNZ,2000,December,9,4
R34413CNZ,2000,December,9,6
R34426CNZ,2000,December,9,4
R53005CNZ,2000,December,9,4
R53006CNZ,2000,December,9,6
R53021CNZ,2000,December,9,5
R53022CNZ,2000,December,9,2
R53038CNZ,2000,December,9,6
R53043CNZ,2000,December,9,1
R53063CNZ,2000,December,9,3
R53064CNZ,2000,December,9,4
R53068CNZ,2000,December,9,1
R53069CNZ,2000,December,9,5
R54193CNZ,2000,December,9,6
R55093CNZ,2000,December,9,3
R55094CNZ,2000,December,9,6
R55097CNZ,2000,December,9,2
R55159CNZ,2000,December,9,1
R55174CNZ,2000,December,9,4
R55185CNZ,2000,December,9,2
R55199CNZ,2000,December,9,4
R581999CNZ,2000,December,9,2
R582000CNZ,2000,December,9,4
R582033CNZ,2000,December,9,3
R681994CNZ,2000,December,9,3
R682151CNZ,2000,December,9,3
R781099CNZ,2000,December,9,5
R781768CNZ,2000,December,9,6
R782040CNZ,2000,December,9,6
R980981CNZ,2000,December,9,5
R981956CNZ,2000,December,9,4
R982044CNZ,2000,December,9,3
R982050CNZ,2000,December,9,6
R982285CNZ,2000,December,9,3
R982292CNZ,2000,December,9,2
R982513CNZ,2000,December,9,2
R31257CNZ,2000,December,8,3
R31306CNZ,2000,December,8,2
R31311CNZ,2000,December,8,1
R31348CNZ,2000,December,8,3
R31349CNZ,2000,December,8,2
R31375CNZ,2000,December,8,6
R31434CNZ,2000,December,8,6
R31479CNZ,2000,December,8,6
R31482CNZ,2000,December,8,6
R31483CNZ,2000,December,8,2
R31507CNZ,2000,December,8,3
R31509CNZ,2000,December,8,6
R31511CNZ,2000,December,8,1
R31512CNZ,2000,December,8,3
R31544CNZ,2000,December,8,6
R31567CNZ,2000,December,8,5
R31584CNZ,2000,December,8,6
R31603CNZ,2000,December,8,4
R31623CNZ,2000,December,8,6
R31626CNZ,2000,December,8,2
R31661CNZ,2000,December,8,1
R34100CNZ,2000,December,8,1
R34101CNZ,2000,December,8,4
R34143CNZ,2000,December,8,1
R34144CNZ,2000,December,8,1
R34203CNZ,2000,December,8,1
R34211CNZ,2000,December,8,3
R34219CNZ,2000,December,8,2
R34303CNZ,2000,December,8,4
R34349CNZ,2000,December,8,2
R34368CNZ,2000,December,8,3
R34403CNZ,2000,December,8,3
R34470CNZ,2000,December,8,6
R34499CNZ,2000,December,8,2
R53003CNZ,2000,December,8,5
R53005CNZ,2000,December,8,4
R53006CNZ,2000,December,8,6
R53036CNZ,2000,December,8,2
R53038CNZ,2000,December,8,4
R5383CNZ,2000,December,8,4
R5393CNZ,2000,December,8,1
R5397CNZ,2000,December,8,4
R54153CNZ,2000,December,8,5
R54181CNZ,2000,December,8,3
R54182CNZ,2000,December,8,6
R54193CNZ,2000,December,8,4
R55093CNZ,2000,December,8,5
R55094CNZ,2000,December,8,2
R55097CNZ,2000,December,8,6
R55133CNZ,2000,December,8,4
R55185CNZ,2000,December,8,4
R581999CNZ,2000,December,8,5
R582000CNZ,2000,December,8,6
R582034CNZ,2000,December,8,1
R582038CNZ,2000,December,8,4
R582039CNZ,2000,December,8,2
R682151CNZ,2000,December,8,4
R682263CNZ,2000,December,8,3
R781768CNZ,2000,December,8,1
R981023CNZ,2000,December,8,1
R981064CNZ,2000,December,8,3
R982045CNZ,2000,December,8,4
R982073CNZ,2000,December,8,6
R982292CNZ,2000,December,8,4
R982434CNZ,2000,December,8,6
R982435CNZ,2000,December,8,1
R31257CNZ,2000,December,7,5
R31314CNZ,2000,December,7,1
R31349CNZ,2000,December,7,3
R31357CNZ,2000,December,7,3
R31396CNZ,2000,December,7,6
R31427CNZ,2000,December,7,2
R31434CNZ,2000,December,7,2
R31440CNZ,2000,December,7,5
R31443CNZ,2000,December,7,1
R31468CNZ,2000,December,7,5
R31469CNZ,2000,December,7,3
R31479CNZ,2000,December,7,5
R31505CNZ,2000,December,7,2
R31529CNZ,2000,December,7,6
R31531CNZ,2000,December,7,3
R31605CNZ,2000,December,7,3
R31610CNZ,2000,December,7,3
R31612CNZ,2000,December,7,5
R34143CNZ,2000,December,7,5
R34144CNZ,2000,December,7,2
R34203CNZ,2000,December,7,5
R34206CNZ,2000,December,7,4
R34312CNZ,2000,December,7,1
R34349CNZ,2000,December,7,6
R53005CNZ,2000,December,7,3
R53006CNZ,2000,December,7,3
R53024CNZ,2000,December,7,1
R53038CNZ,2000,December,7,6
R53040CNZ,2000,December,7,3
R53041CNZ,2000,December,7,4
R53071CNZ,2000,December,7,6
R5356CNZ,2000,December,7,4
R5386CNZ,2000,December,7,1
R54011CNZ,2000,December,7,3
R54017CNZ,2000,December,7,6
R54153CNZ,2000,December,7,2
R54154CNZ,2000,December,7,2
R54156CNZ,2000,December,7,2
R55097CNZ,2000,December,7,2
R55133CNZ,2000,December,7,4
R55159CNZ,2000,December,7,2
R55185CNZ,2000,December,7,3
R55191CNZ,2000,December,7,1
R55192CNZ,2000,December,7,6
R582034CNZ,2000,December,7,5
R582039CNZ,2000,December,7,3
R682151CNZ,2000,December,7,4
R682263CNZ,2000,December,7,1
R981053CNZ,2000,December,7,5
R981835CNZ,2000,December,7,5
R982070CNZ,2000,December,7,2
R982073CNZ,2000,December,7,4
R982363CNZ,2000,December,7,3
R982488CNZ,2000,December,7,3
R31029CNZ,2000,December,6,1
R31075CNZ,2000,December,6,3
R31257CNZ,2000,December,6,4
R31275CNZ,2000,December,6,5
R31304CNZ,2000,December,6,1
R31311CNZ,2000,December,6,6
R31312CNZ,2000,December,6,1
R31347CNZ,2000,December,6,1
R31348CNZ,2000,December,6,1
R31349CNZ,2000,December,6,4
R31365CNZ,2000,December,6,5
R31373CNZ,2000,December,6,4
R31375CNZ,2000,December,6,2
R31387CNZ,2000,December,6,4
R31410CNZ,2000,December,6,2
R31412CNZ,2000,December,6,5
R31420CNZ,2000,December,6,2
R31434CNZ,2000,December,6,3
R31464CNZ,2000,December,6,6
R31468CNZ,2000,December,6,1
R31469CNZ,2000,December,6,2
R31479CNZ,2000,December,6,4
R31480CNZ,2000,December,6,6
R31481CNZ,2000,December,6,1
R31482CNZ,2000,December,6,2
R31483CNZ,2000,December,6,1
R31488CNZ,2000,December,6,1
R31489CNZ,2000,December,6,5
R31505CNZ,2000,December,6,2
R31509CNZ,2000,December,6,2
R31512CNZ,2000,December,6,2
R31520CNZ,2000,December,6,4
R31532CNZ,2000,December,6,2
R31533CNZ,2000,December,6,1
R31584CNZ,2000,December,6,6
R31603CNZ,2000,December,6,6
R31626CNZ,2000,December,6,4
R31636CNZ,2000,December,6,1
R31661CNZ,2000,December,6,2
R34143CNZ,2000,December,6,5
R34144CNZ,2000,December,6,3
R34203CNZ,2000,December,6,6
R34256CNZ,2000,December,6,4
R34279CNZ,2000,December,6,6
R34306CNZ,2000,December,6,1
R34312CNZ,2000,December,6,5
R34314CNZ,2000,December,6,3
R34319CNZ,2000,December,6,4
R34349CNZ,2000,December,6,2
R34357CNZ,2000,December,6,5
R34366CNZ,2000,December,6,5
R34368CNZ,2000,December,6,5
R34386CNZ,2000,December,6,5
R34401CNZ,2000,December,6,6
R34470CNZ,2000,December,6,1
R53005CNZ,2000,December,6,5
R53006CNZ,2000,December,6,6
R53038CNZ,2000,December,6,6
R53050CNZ,2000,December,6,1
R53051CNZ,2000,December,6,1
R53056CNZ,2000,December,6,2
R53057CNZ,2000,December,6,6
R5399CNZ,2000,December,6,1
R54011CNZ,2000,December,6,6
R54153CNZ,2000,December,6,4
R54176CNZ,2000,December,6,4
R54181CNZ,2000,December,6,3
R54182CNZ,2000,December,6,4
R54186CNZ,2000,December,6,4
R54188CNZ,2000,December,6,4
R54189CNZ,2000,December,6,6
R54193CNZ,2000,December,6,6
R55054CNZ,2000,December,6,2
R55070CNZ,2000,December,6,3
R55078CNZ,2000,December,6,6
R55082CNZ,2000,December,6,5
R55097CNZ,2000,December,6,3
R55098CNZ,2000,December,6,3
R55133CNZ,2000,December,6,4
R55159CNZ,2000,December,6,1
R55174CNZ,2000,December,6,2
R55179CNZ,2000,December,6,4
R55185CNZ,2000,December,6,2
R582034CNZ,2000,December,6,6
R681953CNZ,2000,December,6,5
R682263CNZ,2000,December,6,3
R781767CNZ,2000,December,6,3
R781768CNZ,2000,December,6,2
R981053CNZ,2000,December,6,5
R981064CNZ,2000,December,6,1
R981165CNZ,2000,December,6,6
R981500CNZ,2000,December,6,2
R981503CNZ,2000,December,6,6
R981787CNZ,2000,December,6,1
R981958CNZ,2000,December,6,3
R982073CNZ,2000,December,6,1
R982104CNZ,2000,December,6,5
R982292CNZ,2000,December,6,5
R982566CNZ,2000,December,6,1
R982567CNZ,2000,December,6,1
R31257CNZ,2000,December,5,4
R31263CNZ,2000,December,5,4
R31275CNZ,2000,December,5,1
R31312CNZ,2000,December,5,4
R31314CNZ,2000,December,5,3
R31315CNZ,2000,December,5,3
R31348CNZ,2000,December,5,6
R31349CNZ,2000,December,5,6
R31363CNZ,2000,December,5,4
R31372CNZ,2000,December,5,3
R31375CNZ,2000,December,5,2
R31387CNZ,2000,December,5,3
R31398CNZ,2000,December,5,3
R31402CNZ,2000,December,5,6
R31414CNZ,2000,December,5,1
R31420CNZ,2000,December,5,5
R31433CNZ,2000,December,5,2
R31434CNZ,2000,December,5,2
R31435CNZ,2000,December,5,4
R31439CNZ,2000,December,5,3
R31440CNZ,2000,December,5,2
R31447CNZ,2000,December,5,1
R31455CNZ,2000,December,5,5
R31463CNZ,2000,December,5,5
R31464CNZ,2000,December,5,4
R31468CNZ,2000,December,5,6
R31469CNZ,2000,December,5,1
R31479CNZ,2000,December,5,1
R31509CNZ,2000,December,5,2
R31512CNZ,2000,December,5,3
R31538CNZ,2000,December,5,1
R31584CNZ,2000,December,5,6
R31603CNZ,2000,December,5,5
R31610CNZ,2000,December,5,2
R31612CNZ,2000,December,5,6
R34143CNZ,2000,December,5,4
R34144CNZ,2000,December,5,3
R34203CNZ,2000,December,5,5
R34312CNZ,2000,December,5,3
R34324CNZ,2000,December,5,2
R34401CNZ,2000,December,5,5
R34428CNZ,2000,December,5,5
R53004CNZ,2000,December,5,5
R53005CNZ,2000,December,5,1
R53006CNZ,2000,December,5,1
R53036CNZ,2000,December,5,1
R53038CNZ,2000,December,5,2
R53043CNZ,2000,December,5,5
R53061CNZ,2000,December,5,2
R53062CNZ,2000,December,5,3
R53068CNZ,2000,December,5,1
R53071CNZ,2000,December,5,1
R5383CNZ,2000,December,5,3
R5399CNZ,2000,December,5,5
R54011CNZ,2000,December,5,2
R54017CNZ,2000,December,5,5
R54093CNZ,2000,December,5,3
R54152CNZ,2000,December,5,3
R54153CNZ,2000,December,5,2
R54155CNZ,2000,December,5,5
R54156CNZ,2000,December,5,3
R54186CNZ,2000,December,5,6
R54194CNZ,2000,December,5,6
R54196CNZ,2000,December,5,3
R55034CNZ,2000,December,5,5
R55051CNZ,2000,December,5,3
R55093CNZ,2000,December,5,2
R55094CNZ,2000,December,5,6
R55097CNZ,2000,December,5,5
R55133CNZ,2000,December,5,6
R55174CNZ,2000,December,5,6
R55176CNZ,2000,December,5,6
R55177CNZ,2000,December,5,6
R55178CNZ,2000,December,5,2
R581999CNZ,2000,December,5,5
R582000CNZ,2000,December,5,5
R681994CNZ,2000,December,5,1
R682151CNZ,2000,December,5,4
R682263CNZ,2000,December,5,5
R981086CNZ,2000,December,5,6
R981421CNZ,2000,December,5,2
R981500CNZ,2000,December,5,1
R981503CNZ,2000,December,5,2
R981775CNZ,2000,December,5,6
R981835CNZ,2000,December,5,5
R981914CNZ,2000,December,5,6
R981958CNZ,2000,December,5,5
R982044CNZ,2000,December,5,1
R982073CNZ,2000,December,5,1
R982078CNZ,2000,December,5,1
R982104CNZ,2000,December,5,6
R982143CNZ,2000,December,5,4
R982292CNZ,2000,December,5,2
R982362CNZ,2000,December,5,4
R982543CNZ,2000,December,5,2
R982570CNZ,2000,December,5,5
R31159CNZ,2000,December,4,3
R31257CNZ,2000,December,4,1
R31275CNZ,2000,December,4,6
R31312CNZ,2000,December,4,3
R31316CNZ,2000,December,4,5
R31348CNZ,2000,December,4,2
R31349CNZ,2000,December,4,6
R31365CNZ,2000,December,4,1
R31373CNZ,2000,December,4,2
R31375CNZ,2000,December,4,6
R31414CNZ,2000,December,4,6
R31434CNZ,2000,December,4,1
R31441CNZ,2000,December,4,6
R31447CNZ,2000,December,4,6
R31455CNZ,2000,December,4,4
R31464CNZ,2000,December,4,2
R31479CNZ,2000,December,4,3
R31480CNZ,2000,December,4,1
R31481CNZ,2000,December,4,2
R31482CNZ,2000,December,4,2
R31483CNZ,2000,December,4,3
R31505CNZ,2000,December,4,1
R31508CNZ,2000,December,4,2
R31509CNZ,2000,December,4,6
R31512CNZ,2000,December,4,2
R31517CNZ,2000,December,4,6
R31518CNZ,2000,December,4,6
R31529CNZ,2000,December,4,6
R31533CNZ,2000,December,4,5
R31567CNZ,2000,December,4,4
R31573CNZ,2000,December,4,5
R31584CNZ,2000,December,4,2
R31590CNZ,2000,December,4,6
R31592CNZ,2000,December,4,4
R31593CNZ,2000,December,4,4
R31603CNZ,2000,December,4,2
R31623CNZ,2000,December,4,3
R31624CNZ,2000,December,4,4
R31636CNZ,2000,December,4,6
R31655CNZ,2000,December,4,1
R31661CNZ,2000,December,4,1
R34143CNZ,2000,December,4,2
R34144CNZ,2000,December,4,6
R34203CNZ,2000,December,4,4
R34247CNZ,2000,December,4,1
R34256CNZ,2000,December,4,2
R34319CNZ,2000,December,4,2
R34342CNZ,2000,December,4,3
R34357CNZ,2000,December,4,1
R34421CNZ,2000,December,4,3
R34422CNZ,2000,December,4,1
R34470CNZ,2000,December,4,1
R53005CNZ,2000,December,4,6
R53006CNZ,2000,December,4,6
R53023CNZ,2000,December,4,1
