Part,Year,Month,Day,TotalQty
R31375ONZ,2022,April,12,2
R31384ONZ,2022,April,12,2
R31389ONZ,2022,April,12,2
R31406ONZ,2022,April,12,6
R31414ONZ,2022,April,12,2
R31415ONZ,2022,April,12,2
R31420ONZ,2022,April,12,10
R31421ONZ,2022,April,12,2
R31424ONZ,2022,April,12,10
R31427ONZ,2022,April,12,10
R31430ONZ,2022,April,12,4
R31431ONZ,2022,April,12,2
R31432ONZ,2022,April,12,4
R31433ONZ,2022,April,12,2
R31434ONZ,2022,April,12,4
R31439ONZ,2022,April,12,4
R31440ONZ,2022,April,12,2
R31441ONZ,2022,April,12,2
R31443ONZ,2022,April,12,6
R31447ONZ,2022,April,12,2
R31453ONZ,2022,April,12,2
R31454ONZ,2022,April,12,2
R31455ONZ,2022,April,12,8
R31463ONZ,2022,April,12,2
R31464ONZ,2022,April,12,2
R31469ONZ,2022,April,12,2
R31479ONZ,2022,April,12,2
R31482ONZ,2022,April,12,4
R31483ONZ,2022,April,12,4
R31493ONZ,2022,April,12,4
R31498ONZ,2022,April,12,2
R31499ONZ,2022,April,12,2
R31505ONZ,2022,April,12,6
R31509ONZ,2022,April,12,8
R31512ONZ,2022,April,12,4
R31532ONZ,2022,April,12,4
R31541ONZ,2022,April,12,6
R31542ONZ,2022,April,12,12
R31543ONZ,2022,April,12,10
R31552ONZ,2022,April,12,6
R31553ONZ,2022,April,12,28
R31568ONZ,2022,April,12,2
R31584ONZ,2022,April,12,16
R31602ONZ,2022,April,12,2
R31603ONZ,2022,April,12,16
R31605ONZ,2022,April,12,10
R31610ONZ,2022,April,12,6
R31612ONZ,2022,April,12,14
R31623ONZ,2022,April,12,6
R31625ONZ,2022,April,12,24
R31626ONZ,2022,April,12,4
R31636ONZ,2022,April,12,4
R3295ONZ,2022,April,12,8
R3296ONZ,2022,April,12,4
R34143ONZ,2022,April,12,4
R34144ONZ,2022,April,12,8
R34168ONZ,2022,April,12,4
R34203ONZ,2022,April,12,10
R34206ONZ,2022,April,12,2
R34207ONZ,2022,April,12,2
R34209ONZ,2022,April,12,2
R34231ONZ,2022,April,12,2
R34278ONZ,2022,April,12,2
R34286ONZ,2022,April,12,2
R34294ONZ,2022,April,12,2
R34298ONZ,2022,April,12,2
R34299ONZ,2022,April,12,2
R34303ONZ,2022,April,12,8
R34349ONZ,2022,April,12,4
R34364ONZ,2022,April,12,2
R34366ONZ,2022,April,12,2
R34369ONZ,2022,April,12,2
R34413ONZ,2022,April,12,2
R34431ONZ,2022,April,12,2
R34470ONZ,2022,April,12,2
R34504ONZ,2022,April,12,2
R5118ONZ,2022,April,12,2
R53005ONZ,2022,April,12,10
R53006ONZ,2022,April,12,10
R53021ONZ,2022,April,12,2
R53022ONZ,2022,April,12,2
R53026ONZ,2022,April,12,2
R53027ONZ,2022,April,12,2
R53036ONZ,2022,April,12,2
R53038ONZ,2022,April,12,4
R53043ONZ,2022,April,12,2
R53050ONZ,2022,April,12,8
R53051ONZ,2022,April,12,12
R53062ONZ,2022,April,12,2
R53068ONZ,2022,April,12,6
R53069ONZ,2022,April,12,10
R53071ONZ,2022,April,12,2
R5383ONZ,2022,April,12,2
R54011ONZ,2022,April,12,2
R54109ONZ,2022,April,12,4
R54111ONZ,2022,April,12,2
R54123ONZ,2022,April,12,2
R54125ONZ,2022,April,12,2
R54126ONZ,2022,April,12,2
R54132ONZ,2022,April,12,2
R54142ONZ,2022,April,12,2
R54153ONZ,2022,April,12,8
R54154ONZ,2022,April,12,2
R54155ONZ,2022,April,12,4
R54156ONZ,2022,April,12,2
R54161ONZ,2022,April,12,2
R54176ONZ,2022,April,12,6
R54179ONZ,2022,April,12,2
R54181ONZ,2022,April,12,2
R54182ONZ,2022,April,12,4
R54186ONZ,2022,April,12,8
R54188ONZ,2022,April,12,2
R54193ONZ,2022,April,12,2
R55034ONZ,2022,April,12,2
R55039ONZ,2022,April,12,2
R55093ONZ,2022,April,12,2
R55094ONZ,2022,April,12,2
R55097ONZ,2022,April,12,4
R55147ONZ,2022,April,12,2
R55150ONZ,2022,April,12,4
R55151ONZ,2022,April,12,4
R55159ONZ,2022,April,12,8
R55174ONZ,2022,April,12,2
R55175ONZ,2022,April,12,2
R55176ONZ,2022,April,12,2
R55178ONZ,2022,April,12,2
R55179ONZ,2022,April,12,2
R55185ONZ,2022,April,12,6
R55199ONZ,2022,April,12,4
R581999ONZ,2022,April,12,4
R582000ONZ,2022,April,12,2
R582033ONZ,2022,April,12,2
R582034ONZ,2022,April,12,4
R582038ONZ,2022,April,12,2
R582039ONZ,2022,April,12,2
R681995ONZ,2022,April,12,2
R682151ONZ,2022,April,12,6
R781767ONZ,2022,April,12,4
R781768ONZ,2022,April,12,4
R980981ONZ,2022,April,12,6
R981214ONZ,2022,April,12,2
R981421ONZ,2022,April,12,2
R981470ONZ,2022,April,12,2
R981500ONZ,2022,April,12,6
R981503ONZ,2022,April,12,2
R981814ONZ,2022,April,12,2
R981835ONZ,2022,April,12,2
R981958ONZ,2022,April,12,8
R982008ONZ,2022,April,12,2
R982055ONZ,2022,April,12,2
R982073ONZ,2022,April,12,8
R982104ONZ,2022,April,12,2
R982123ONZ,2022,April,12,2
R982264ONZ,2022,April,12,2
R982285ONZ,2022,April,12,4
R982292ONZ,2022,April,12,2
R982354ONZ,2022,April,12,2
R982487ONZ,2022,April,12,2
R31050ONZ,2022,April,11,2
R31075ONZ,2022,April,11,4
R31105ONZ,2022,April,11,2
R31243ONZ,2022,April,11,2
R31247ONZ,2022,April,11,4
R31257ONZ,2022,April,11,8
R31270ONZ,2022,April,11,10
R31275ONZ,2022,April,11,4
R31306ONZ,2022,April,11,6
R31311ONZ,2022,April,11,8
R31312ONZ,2022,April,11,12
R31314ONZ,2022,April,11,4
R31316ONZ,2022,April,11,4
R31322ONZ,2022,April,11,4
R31325ONZ,2022,April,11,8
R31333ONZ,2022,April,11,2
R31336ONZ,2022,April,11,4
R31337ONZ,2022,April,11,2
R31339ONZ,2022,April,11,2
R31347ONZ,2022,April,11,4
R31349ONZ,2022,April,11,22
R31356ONZ,2022,April,11,2
R31363ONZ,2022,April,11,2
R31365ONZ,2022,April,11,8
R31366ONZ,2022,April,11,4
R31368ONZ,2022,April,11,4
R31369ONZ,2022,April,11,4
R31372ONZ,2022,April,11,14
R31373ONZ,2022,April,11,6
R31375ONZ,2022,April,11,6
R31384ONZ,2022,April,11,2
R31387ONZ,2022,April,11,2
R31398ONZ,2022,April,11,2
R31402ONZ,2022,April,11,2
R31410ONZ,2022,April,11,2
R31415ONZ,2022,April,11,2
R31420ONZ,2022,April,11,14
R31424ONZ,2022,April,11,6
R31427ONZ,2022,April,11,6
R31432ONZ,2022,April,11,6
R31434ONZ,2022,April,11,8
R31435ONZ,2022,April,11,2
R31439ONZ,2022,April,11,6
R31440ONZ,2022,April,11,4
R31443ONZ,2022,April,11,2
R31447ONZ,2022,April,11,6
R31453ONZ,2022,April,11,2
R31455ONZ,2022,April,11,4
R31463ONZ,2022,April,11,2
R31464ONZ,2022,April,11,4
R31469ONZ,2022,April,11,2
R31479ONZ,2022,April,11,2
R31482ONZ,2022,April,11,2
R31493ONZ,2022,April,11,2
R31498ONZ,2022,April,11,4
R31499ONZ,2022,April,11,4
R31505ONZ,2022,April,11,10
R31508ONZ,2022,April,11,2
R31509ONZ,2022,April,11,4
R31511ONZ,2022,April,11,4
R31512ONZ,2022,April,11,16
R31538ONZ,2022,April,11,2
R31539ONZ,2022,April,11,2
R31541ONZ,2022,April,11,2
R31542ONZ,2022,April,11,6
R31543ONZ,2022,April,11,6
R31544ONZ,2022,April,11,2
R31545ONZ,2022,April,11,2
R31550ONZ,2022,April,11,4
R31552ONZ,2022,April,11,4
R31553ONZ,2022,April,11,26
R31554ONZ,2022,April,11,4
R31583ONZ,2022,April,11,4
R31584ONZ,2022,April,11,30
R31598ONZ,2022,April,11,2
R31599ONZ,2022,April,11,2
R31601ONZ,2022,April,11,4
R31602ONZ,2022,April,11,4
R31603ONZ,2022,April,11,32
R31605ONZ,2022,April,11,4
R31608ONZ,2022,April,11,4
R31610ONZ,2022,April,11,16
R31612ONZ,2022,April,11,24
R31623ONZ,2022,April,11,4
R31624ONZ,2022,April,11,2
R31625ONZ,2022,April,11,18
R31636ONZ,2022,April,11,8
R3264ONZ,2022,April,11,2
R3295ONZ,2022,April,11,2
R3296ONZ,2022,April,11,2
R34064ONZ,2022,April,11,2
R34143ONZ,2022,April,11,2
R34144ONZ,2022,April,11,2
R34203ONZ,2022,April,11,10
R34228ONZ,2022,April,11,2
R34247ONZ,2022,April,11,2
R34297ONZ,2022,April,11,2
R34303ONZ,2022,April,11,2
R34317ONZ,2022,April,11,2
R34342ONZ,2022,April,11,2
R34349ONZ,2022,April,11,2
R34364ONZ,2022,April,11,4
R34403ONZ,2022,April,11,2
R34470ONZ,2022,April,11,2
R34499ONZ,2022,April,11,4
R5115ONZ,2022,April,11,2
R53004ONZ,2022,April,11,2
R53036ONZ,2022,April,11,12
R53038ONZ,2022,April,11,8
R53040ONZ,2022,April,11,2
R53041ONZ,2022,April,11,6
R53049ONZ,2022,April,11,2
R53050ONZ,2022,April,11,8
R53051ONZ,2022,April,11,8
R53056ONZ,2022,April,11,2
R53057ONZ,2022,April,11,2
R53061ONZ,2022,April,11,4
R53062ONZ,2022,April,11,4
R53068ONZ,2022,April,11,12
R53069ONZ,2022,April,11,10
R5360ONZ,2022,April,11,2
R5399ONZ,2022,April,11,2
R54011ONZ,2022,April,11,2
R54095ONZ,2022,April,11,2
R54099ONZ,2022,April,11,2
R54100ONZ,2022,April,11,2
R54111ONZ,2022,April,11,8
R54123ONZ,2022,April,11,6
R54125ONZ,2022,April,11,8
R54142ONZ,2022,April,11,8
R54152ONZ,2022,April,11,2
R54153ONZ,2022,April,11,12
R54154ONZ,2022,April,11,2
R54155ONZ,2022,April,11,2
R54161ONZ,2022,April,11,2
R54166ONZ,2022,April,11,2
R54176ONZ,2022,April,11,6
R54181ONZ,2022,April,11,6
R54182ONZ,2022,April,11,4
R54186ONZ,2022,April,11,10
R54193ONZ,2022,April,11,4
R54197ONZ,2022,April,11,2
R55038ONZ,2022,April,11,2
R55047ONZ,2022,April,11,2
R55085ONZ,2022,April,11,8
R55093ONZ,2022,April,11,6
R55094ONZ,2022,April,11,2
R55097ONZ,2022,April,11,10
R55122ONZ,2022,April,11,2
R55126ONZ,2022,April,11,6
R55133ONZ,2022,April,11,6
R55147ONZ,2022,April,11,2
R55148ONZ,2022,April,11,2
R55150ONZ,2022,April,11,4
R55151ONZ,2022,April,11,4
R55159ONZ,2022,April,11,6
R55174ONZ,2022,April,11,8
R55176ONZ,2022,April,11,2
R55178ONZ,2022,April,11,8
R55185ONZ,2022,April,11,16
R55199ONZ,2022,April,11,6
R581045ONZ,2022,April,11,2
R581999ONZ,2022,April,11,4
R582000ONZ,2022,April,11,4
R582034ONZ,2022,April,11,10
R582039ONZ,2022,April,11,2
R682151ONZ,2022,April,11,6
R682263ONZ,2022,April,11,4
R781087ONZ,2022,April,11,2
R781099ONZ,2022,April,11,4
R781768ONZ,2022,April,11,6
R782040ONZ,2022,April,11,2
R981053ONZ,2022,April,11,2
R981199ONZ,2022,April,11,6
R981500ONZ,2022,April,11,8
R981503ONZ,2022,April,11,6
R981958ONZ,2022,April,11,6
R982045ONZ,2022,April,11,2
R982055ONZ,2022,April,11,2
R982062ONZ,2022,April,11,2
R982070ONZ,2022,April,11,2
R982073ONZ,2022,April,11,6
R982104ONZ,2022,April,11,6
R982264ONZ,2022,April,11,4
R982292ONZ,2022,April,11,2
R982513ONZ,2022,April,11,2
R31037ONZ,2022,April,10,2
R31050ONZ,2022,April,10,4
R31134ONZ,2022,April,10,2
R31247ONZ,2022,April,10,2
R31257ONZ,2022,April,10,8
R31270ONZ,2022,April,10,2
R31275ONZ,2022,April,10,2
R31277ONZ,2022,April,10,2
R31295ONZ,2022,April,10,2
R31311ONZ,2022,April,10,2
R31312ONZ,2022,April,10,4
R31314ONZ,2022,April,10,4
R31315ONZ,2022,April,10,4
R31316ONZ,2022,April,10,2
R31317ONZ,2022,April,10,2
R31322ONZ,2022,April,10,4
R31325ONZ,2022,April,10,6
R31349ONZ,2022,April,10,4
R31361ONZ,2022,April,10,2
R31363ONZ,2022,April,10,2
R31365ONZ,2022,April,10,6
R31366ONZ,2022,April,10,2
R31368ONZ,2022,April,10,8
R31369ONZ,2022,April,10,10
R31372ONZ,2022,April,10,2
R31373ONZ,2022,April,10,2
R31389ONZ,2022,April,10,2
R31414ONZ,2022,April,10,4
R31415ONZ,2022,April,10,2
R31420ONZ,2022,April,10,10
R31424ONZ,2022,April,10,2
R31432ONZ,2022,April,10,4
R31433ONZ,2022,April,10,4
R31434ONZ,2022,April,10,8
R31439ONZ,2022,April,10,4
R31440ONZ,2022,April,10,2
R31441ONZ,2022,April,10,4
R31443ONZ,2022,April,10,6
R31447ONZ,2022,April,10,4
R31452ONZ,2022,April,10,2
R31455ONZ,2022,April,10,2
R31463ONZ,2022,April,10,2
R31464ONZ,2022,April,10,2
R31477ONZ,2022,April,10,2
R31479ONZ,2022,April,10,6
R31489ONZ,2022,April,10,6
R31505ONZ,2022,April,10,6
R31509ONZ,2022,April,10,8
R31511ONZ,2022,April,10,4
R31512ONZ,2022,April,10,4
R31520ONZ,2022,April,10,2
R31532ONZ,2022,April,10,2
R31533ONZ,2022,April,10,4
R31542ONZ,2022,April,10,4
R31543ONZ,2022,April,10,2
R31552ONZ,2022,April,10,6
R31553ONZ,2022,April,10,24
R31583ONZ,2022,April,10,2
R31584ONZ,2022,April,10,12
R31603ONZ,2022,April,10,12
R31605ONZ,2022,April,10,4
R31608ONZ,2022,April,10,6
R31610ONZ,2022,April,10,10
R31612ONZ,2022,April,10,12
R31623ONZ,2022,April,10,6
R31625ONZ,2022,April,10,16
R31626ONZ,2022,April,10,2
R31636ONZ,2022,April,10,2
R3264ONZ,2022,April,10,4
R3296ONZ,2022,April,10,4
R34203ONZ,2022,April,10,4
R34206ONZ,2022,April,10,2
R34279ONZ,2022,April,10,4
R34294ONZ,2022,April,10,6
R34296ONZ,2022,April,10,2
R34297ONZ,2022,April,10,2
R34303ONZ,2022,April,10,10
R34313ONZ,2022,April,10,2
R34349ONZ,2022,April,10,4
R34364ONZ,2022,April,10,2
R34368ONZ,2022,April,10,2
R34403ONZ,2022,April,10,2
R34426ONZ,2022,April,10,4
R34470ONZ,2022,April,10,6
R45898ONZ,2022,April,10,2
R5115ONZ,2022,April,10,2
R53004ONZ,2022,April,10,2
R53005ONZ,2022,April,10,4
R53006ONZ,2022,April,10,4
R53023ONZ,2022,April,10,2
R53036ONZ,2022,April,10,10
R53038ONZ,2022,April,10,12
R53041ONZ,2022,April,10,2
R53043ONZ,2022,April,10,2
R53050ONZ,2022,April,10,6
R53051ONZ,2022,April,10,6
R53061ONZ,2022,April,10,6
R53062ONZ,2022,April,10,8
R53068ONZ,2022,April,10,14
R53069ONZ,2022,April,10,12
R5383ONZ,2022,April,10,2
R5399ONZ,2022,April,10,2
R54012ONZ,2022,April,10,2
R54032ONZ,2022,April,10,2
R54115ONZ,2022,April,10,2
R54116ONZ,2022,April,10,2
R54122ONZ,2022,April,10,2
R54123ONZ,2022,April,10,6
R54125ONZ,2022,April,10,4
R54142ONZ,2022,April,10,6
R54153ONZ,2022,April,10,10
R54166ONZ,2022,April,10,4
R54181ONZ,2022,April,10,6
R54182ONZ,2022,April,10,8
R54186ONZ,2022,April,10,4
R54193ONZ,2022,April,10,2
R55054ONZ,2022,April,10,2
R55073ONZ,2022,April,10,2
R55083ONZ,2022,April,10,2
R55093ONZ,2022,April,10,2
R55094ONZ,2022,April,10,2
R55097ONZ,2022,April,10,4
R55133ONZ,2022,April,10,2
R55150ONZ,2022,April,10,4
R55151ONZ,2022,April,10,4
R55159ONZ,2022,April,10,2
R55174ONZ,2022,April,10,4
R55178ONZ,2022,April,10,2
R55183ONZ,2022,April,10,2
R55184ONZ,2022,April,10,2
R55185ONZ,2022,April,10,8
R55202ONZ,2022,April,10,2
R581999ONZ,2022,April,10,6
R582000ONZ,2022,April,10,4
R582033ONZ,2022,April,10,2
R582034ONZ,2022,April,10,8
R582458ONZ,2022,April,10,2
R681951ONZ,2022,April,10,2
R681994ONZ,2022,April,10,2
R682151ONZ,2022,April,10,10
R682263ONZ,2022,April,10,4
R781768ONZ,2022,April,10,2
R781769ONZ,2022,April,10,2
R781770ONZ,2022,April,10,2
R980981ONZ,2022,April,10,4
R981067ONZ,2022,April,10,4
R981421ONZ,2022,April,10,2
R981500ONZ,2022,April,10,2
R981503ONZ,2022,April,10,2
R981956ONZ,2022,April,10,2
R981958ONZ,2022,April,10,4
R982008ONZ,2022,April,10,2
R982055ONZ,2022,April,10,2
R982264ONZ,2022,April,10,2
R982285ONZ,2022,April,10,2
R982292ONZ,2022,April,10,4
R982488ONZ,2022,April,10,2
R31257ONZ,2022,April,9,12
R31270ONZ,2022,April,9,2
R31275ONZ,2022,April,9,4
R31299ONZ,2022,April,9,2
R31304ONZ,2022,April,9,2
R31311ONZ,2022,April,9,4
R31312ONZ,2022,April,9,2
R31314ONZ,2022,April,9,2
R31315ONZ,2022,April,9,2
R31316ONZ,2022,April,9,4
R31325ONZ,2022,April,9,4
R31336ONZ,2022,April,9,2
R31337ONZ,2022,April,9,6
R31348ONZ,2022,April,9,2
R31349ONZ,2022,April,9,10
R31357ONZ,2022,April,9,2
R31368ONZ,2022,April,9,2
R31369ONZ,2022,April,9,2
R31372ONZ,2022,April,9,8
R31375ONZ,2022,April,9,2
R31418ONZ,2022,April,9,2
R31420ONZ,2022,April,9,16
R31424ONZ,2022,April,9,4
R31427ONZ,2022,April,9,4
R31432ONZ,2022,April,9,10
R31433ONZ,2022,April,9,4
R31434ONZ,2022,April,9,6
R31439ONZ,2022,April,9,2
R31440ONZ,2022,April,9,2
R31443ONZ,2022,April,9,4
R31453ONZ,2022,April,9,4
R31454ONZ,2022,April,9,2
R31455ONZ,2022,April,9,10
R31479ONZ,2022,April,9,4
R31488ONZ,2022,April,9,4
R31489ONZ,2022,April,9,2
R31493ONZ,2022,April,9,2
R31498ONZ,2022,April,9,2
R31505ONZ,2022,April,9,4
R31512ONZ,2022,April,9,6
R31533ONZ,2022,April,9,2
R31540ONZ,2022,April,9,4
R31542ONZ,2022,April,9,8
R31544ONZ,2022,April,9,2
R31552ONZ,2022,April,9,2
R31553ONZ,2022,April,9,20
R31583ONZ,2022,April,9,8
R31584ONZ,2022,April,9,18
R31598ONZ,2022,April,9,2
R31599ONZ,2022,April,9,2
R31601ONZ,2022,April,9,4
R31603ONZ,2022,April,9,18
R31605ONZ,2022,April,9,4
R31610ONZ,2022,April,9,4
R31612ONZ,2022,April,9,12
R31623ONZ,2022,April,9,4
R31624ONZ,2022,April,9,2
R31625ONZ,2022,April,9,22
R31626ONZ,2022,April,9,4
R31636ONZ,2022,April,9,4
R3264ONZ,2022,April,9,2
R3296ONZ,2022,April,9,2
R34140ONZ,2022,April,9,2
R34144ONZ,2022,April,9,2
R34173ONZ,2022,April,9,2
R34206ONZ,2022,April,9,2
R34207ONZ,2022,April,9,2
R34237ONZ,2022,April,9,1
R34258ONZ,2022,April,9,1
R34287ONZ,2022,April,9,2
R34303ONZ,2022,April,9,8
R34319ONZ,2022,April,9,2
R34349ONZ,2022,April,9,2
R34363ONZ,2022,April,9,2
R34470ONZ,2022,April,9,8
R44888ONZ,2022,April,9,4
R53001ONZ,2022,April,9,2
R53005ONZ,2022,April,9,6
R53006ONZ,2022,April,9,6
R53010ONZ,2022,April,9,2
R53025ONZ,2022,April,9,2
R53036ONZ,2022,April,9,2
R53038ONZ,2022,April,9,8
R53040ONZ,2022,April,9,2
R53041ONZ,2022,April,9,2
R53050ONZ,2022,April,9,10
R53051ONZ,2022,April,9,6
R53062ONZ,2022,April,9,2
R53063ONZ,2022,April,9,2
R53064ONZ,2022,April,9,2
R53068ONZ,2022,April,9,4
R53069ONZ,2022,April,9,4
R5375ONZ,2022,April,9,2
R5397ONZ,2022,April,9,2
R54111ONZ,2022,April,9,2
R54123ONZ,2022,April,9,6
R54131ONZ,2022,April,9,2
R54134ONZ,2022,April,9,2
R54142ONZ,2022,April,9,2
R54151ONZ,2022,April,9,2
R54153ONZ,2022,April,9,8
R54154ONZ,2022,April,9,2
R54156ONZ,2022,April,9,4
R54166ONZ,2022,April,9,2
R54176ONZ,2022,April,9,4
R54181ONZ,2022,April,9,2
R54182ONZ,2022,April,9,4
R54186ONZ,2022,April,9,6
R54193ONZ,2022,April,9,2
R54198ONZ,2022,April,9,2
R54199ONZ,2022,April,9,2
R55093ONZ,2022,April,9,4
R55094ONZ,2022,April,9,2
R55097ONZ,2022,April,9,6
R55125ONZ,2022,April,9,2
R55126ONZ,2022,April,9,2
R55133ONZ,2022,April,9,8
R55147ONZ,2022,April,9,4
R55150ONZ,2022,April,9,2
R55151ONZ,2022,April,9,2
R55159ONZ,2022,April,9,10
R55174ONZ,2022,April,9,6
R55176ONZ,2022,April,9,2
R55177ONZ,2022,April,9,2
R55178ONZ,2022,April,9,2
R55183ONZ,2022,April,9,2
R55185ONZ,2022,April,9,6
R55199ONZ,2022,April,9,2
R55202ONZ,2022,April,9,4
R581999ONZ,2022,April,9,4
R582000ONZ,2022,April,9,4
R582034ONZ,2022,April,9,6
R582039ONZ,2022,April,9,2
R582060ONZ,2022,April,9,2
R681995ONZ,2022,April,9,2
R682151ONZ,2022,April,9,8
R682263ONZ,2022,April,9,2
R781099ONZ,2022,April,9,2
R781109ONZ,2022,April,9,2
R781766ONZ,2022,April,9,2
R781767ONZ,2022,April,9,2
R781768ONZ,2022,April,9,4
R980981ONZ,2022,April,9,2
R981023ONZ,2022,April,9,4
R981053ONZ,2022,April,9,2
R981421ONZ,2022,April,9,2
R981958ONZ,2022,April,9,6
R982073ONZ,2022,April,9,4
R982143ONZ,2022,April,9,2
R982487ONZ,2022,April,9,2
R982513ONZ,2022,April,9,2
R31075ONZ,2022,April,8,2
R31134ONZ,2022,April,8,2
R31159ONZ,2022,April,8,2
R31250ONZ,2022,April,8,2
R31257ONZ,2022,April,8,4
R31269ONZ,2022,April,8,2
R31270ONZ,2022,April,8,2
R31299ONZ,2022,April,8,2
R31311ONZ,2022,April,8,6
R31312ONZ,2022,April,8,16
R31313ONZ,2022,April,8,2
R31314ONZ,2022,April,8,2
R31315ONZ,2022,April,8,2
R31322ONZ,2022,April,8,2
R31325ONZ,2022,April,8,8
R31336ONZ,2022,April,8,2
R31339ONZ,2022,April,8,2
R31348ONZ,2022,April,8,8
R31349ONZ,2022,April,8,6
R31356ONZ,2022,April,8,2
R31365ONZ,2022,April,8,2
R31368ONZ,2022,April,8,4
R31369ONZ,2022,April,8,4
R31372ONZ,2022,April,8,4
R31373ONZ,2022,April,8,6
R31375ONZ,2022,April,8,6
R31392ONZ,2022,April,8,2
R31420ONZ,2022,April,8,8
R31424ONZ,2022,April,8,6
R31427ONZ,2022,April,8,6
R31432ONZ,2022,April,8,6
R31433ONZ,2022,April,8,4
R31434ONZ,2022,April,8,4
R31440ONZ,2022,April,8,2
R31441ONZ,2022,April,8,2
R31443ONZ,2022,April,8,2
R31453ONZ,2022,April,8,2
R31454ONZ,2022,April,8,2
R31455ONZ,2022,April,8,4
R31464ONZ,2022,April,8,8
R31468ONZ,2022,April,8,4
R31469ONZ,2022,April,8,4
R31475ONZ,2022,April,8,2
R31479ONZ,2022,April,8,4
R31489ONZ,2022,April,8,2
R31499ONZ,2022,April,8,2
R31505ONZ,2022,April,8,4
R31509ONZ,2022,April,8,2
R31511ONZ,2022,April,8,2
R31512ONZ,2022,April,8,12
R31532ONZ,2022,April,8,2
R31533ONZ,2022,April,8,2
R31538ONZ,2022,April,8,4
R31542ONZ,2022,April,8,2
R31543ONZ,2022,April,8,2
R31544ONZ,2022,April,8,2
R31552ONZ,2022,April,8,2
R31553ONZ,2022,April,8,14
R31583ONZ,2022,April,8,2
R31584ONZ,2022,April,8,18
R31598ONZ,2022,April,8,2
R31599ONZ,2022,April,8,2
R31603ONZ,2022,April,8,18
R31605ONZ,2022,April,8,2
R31612ONZ,2022,April,8,6
R31623ONZ,2022,April,8,4
R31624ONZ,2022,April,8,2
R31625ONZ,2022,April,8,14
R31626ONZ,2022,April,8,4
R31636ONZ,2022,April,8,2
R31661ONZ,2022,April,8,2
R3291ONZ,2022,April,8,2
R34143ONZ,2022,April,8,8
R34144ONZ,2022,April,8,10
R34173ONZ,2022,April,8,2
R34203ONZ,2022,April,8,6
R34248ONZ,2022,April,8,2
R34303ONZ,2022,April,8,6
R34470ONZ,2022,April,8,6
R44888ONZ,2022,April,8,2
R53000ONZ,2022,April,8,2
R53004ONZ,2022,April,8,2
R53005ONZ,2022,April,8,2
R53006ONZ,2022,April,8,4
R53010ONZ,2022,April,8,2
R53021ONZ,2022,April,8,2
R53022ONZ,2022,April,8,2
R53026ONZ,2022,April,8,2
R53027ONZ,2022,April,8,2
R53036ONZ,2022,April,8,4
R53038ONZ,2022,April,8,4
R53040ONZ,2022,April,8,2
R53041ONZ,2022,April,8,2
R53043ONZ,2022,April,8,2
R53050ONZ,2022,April,8,14
R53051ONZ,2022,April,8,16
R53056ONZ,2022,April,8,2
R53061ONZ,2022,April,8,4
R53062ONZ,2022,April,8,2
R53068ONZ,2022,April,8,6
R53069ONZ,2022,April,8,8
R53071ONZ,2022,April,8,2
R54094ONZ,2022,April,8,2
R54095ONZ,2022,April,8,2
R54098ONZ,2022,April,8,2
R54123ONZ,2022,April,8,2
R54125ONZ,2022,April,8,2
R54130ONZ,2022,April,8,2
R54131ONZ,2022,April,8,2
R54142ONZ,2022,April,8,8
R54153ONZ,2022,April,8,4
R54154ONZ,2022,April,8,4
R54161ONZ,2022,April,8,2
R54166ONZ,2022,April,8,2
R54176ONZ,2022,April,8,2
R54182ONZ,2022,April,8,2
R54186ONZ,2022,April,8,2
R54193ONZ,2022,April,8,4
R54194ONZ,2022,April,8,2
R54196ONZ,2022,April,8,2
R5485ONZ,2022,April,8,2
R55034ONZ,2022,April,8,2
R55039ONZ,2022,April,8,2
R55054ONZ,2022,April,8,2
R55055ONZ,2022,April,8,2
R55066ONZ,2022,April,8,2
R55087ONZ,2022,April,8,2
R55093ONZ,2022,April,8,2
R55095ONZ,2022,April,8,2
R55099ONZ,2022,April,8,2
R55125ONZ,2022,April,8,2
R55126ONZ,2022,April,8,4
R55133ONZ,2022,April,8,2
R55147ONZ,2022,April,8,2
R55148ONZ,2022,April,8,2
R55150ONZ,2022,April,8,4
R55151ONZ,2022,April,8,4
R55159ONZ,2022,April,8,6
R55164ONZ,2022,April,8,2
R55174ONZ,2022,April,8,10
R55178ONZ,2022,April,8,6
R55185ONZ,2022,April,8,12
R581999ONZ,2022,April,8,4
R582000ONZ,2022,April,8,8
R582034ONZ,2022,April,8,12
R681995ONZ,2022,April,8,2
R682151ONZ,2022,April,8,8
R682263ONZ,2022,April,8,2
R781767ONZ,2022,April,8,4
R781768ONZ,2022,April,8,6
R981067ONZ,2022,April,8,2
R981500ONZ,2022,April,8,4
R981503ONZ,2022,April,8,2
R981835ONZ,2022,April,8,2
R981958ONZ,2022,April,8,6
R982091ONZ,2022,April,8,2
R982104ONZ,2022,April,8,2
R982264ONZ,2022,April,8,2
R982363ONZ,2022,April,8,2
R982407ONZ,2022,April,8,2
R31050ONZ,2022,April,7,2
R31075ONZ,2022,April,7,2
R31247ONZ,2022,April,7,4
R31257ONZ,2022,April,7,8
R31266ONZ,2022,April,7,2
R31270ONZ,2022,April,7,4
R31273ONZ,2022,April,7,2
R31275ONZ,2022,April,7,4
R31306ONZ,2022,April,7,2
R31311ONZ,2022,April,7,12
